sentence, entity type + position
"You're going to leave for London next Sunday, aren't you?","[[26, 32, 'LOC']]"
I didn't expect such a nice present from you.,"[[23, 27, 'LOC']]"
Is it true that you are going to Paris?,"[[33, 38, 'LOC']]"
"By the time you got there, the sun had set.","[[31, 34, 'ORG']]"
It is out of the question for you to go to New York this weekend.,"[[43, 51, 'LOC']]"
"As long as you're here, I'll stay.","[[24, 28, 'LOC']]"
How I miss you.,"[[0, 15, 'PER']]"
"Whenever you come, I'm ready.","[[19, 29, 'MISC']]"
Laugh as much as you like; I'll stick to my plan to the bitter end.,"[[0, 5, 'LOC']]"
Have you ever seen Mt. Fuji? It is beautiful beyond description.,"[[19, 31, 'MISC']]"
The bear left no stone unturned in his search for fat bugs under the rocks.,"[[50, 58, 'MISC']]"
"Bears also tend to sleep more during the day than at night, although in the summer, with twenty-four hours of light, this does not apply.","[[0, 5, 'ORG']]"
Stockings should be of the proper size.,"[[0, 9, 'PER']]"
Brush off the dust from your shoes.,"[[0, 5, 'PER']]"
The Sumida is not a good river for us to swim in any more.,"[[4, 10, 'LOC'], [35, 37, 'LOC']]"
The Sumida is not a good river for us to swim in any more.,"[[4, 10, 'LOC'], [35, 37, 'LOC']]"
It just so happened that Mr Yamada came from the same town.,"[[25, 34, 'PER']]"
By chance I met my ex-girlfriend in Portugal.,"[[36, 44, 'LOC']]"
From the look of the sky I'm afraid the rain won't let up for a while.,"[[25, 28, 'MISC']]"
Hunger is one of the greatest social miseries.,"[[0, 6, 'MISC']]"
Hunger is the best sauce.,"[[0, 6, 'PER']]"
Hunger compelled the boy to steal money from the cash register.,"[[0, 6, 'PER']]"
Hunger drove him to steal.,"[[0, 6, 'PER']]"
"It is a shameful fact that, while there are lands where people suffer from hunger, within Japan there are many households and restaurants where much food is thrown away.","[[90, 95, 'LOC']]"
May I accompany you to the airport?,"[[0, 5, 'PER']]"
"Upon arriving at the airport, he said, ""I'm glad I could come back.""","[[40, 50, 'MISC']]"
Air is invisible.,"[[0, 3, 'LOC']]"
"The sky grew darker and darker, and the wind blew harder and harder.","[[61, 68, 'PER']]"
His plane leaves for Hong Kong at 2:00 p.m.,"[[21, 30, 'LOC']]"
Drinking on an empty stomach is bad for your health.,"[[32, 44, 'LOC']]"
It's so painful. Stop it!,"[[17, 25, 'MISC']]"
"Danger past, God forgotten.","[[13, 16, 'MISC']]"
By September I will have known her for a whole year.,"[[3, 14, 'PER']]"
Open your book to page nine.,"[[0, 9, 'MISC']]"
There is a shuttle bus that goes to the Ginza Tokyu Hotel.,"[[40, 57, 'LOC']]"
I ran into a friend while walking in Ginza.,"[[37, 43, 'LOC']]"
Is the Ginza the busiest street in Japan?,"[[7, 12, 'LOC'], [35, 41, 'LOC']]"
Is the Ginza the busiest street in Japan?,"[[7, 12, 'LOC'], [35, 41, 'LOC']]"
Can you tell me the way to the bank?,"[[0, 3, 'ORG']]"
Banks are cutting lending to industrial borrowers.,"[[0, 5, 'PER']]"
Banks charge higher interest on loans to risky customers.,"[[0, 5, 'PER']]"
Banks open at nine o'clock.,"[[0, 5, 'PER']]"
You'll have to get off at the bank and take the A52.,"[[48, 51, 'MISC']]"
"Banks will try to lend you an umbrella on a sunny day, but they will turn their backs on a rainy day.","[[0, 5, 'PER']]"
A banking scandal is sweeping across Capitol Hill.,"[[37, 50, 'LOC']]"
Can you manage to complete the manuscript by Friday?,"[[0, 3, 'ORG']]"
He said he would give us his decision for sure by Friday.,"[[50, 57, 'PER']]"
Friday is the day when she is very busy.,"[[0, 6, 'MISC']]"
Friday is when I am least busy.,"[[0, 6, 'MISC']]"
"On Friday night, three men came into Mr White's hotel and asked for rooms.","[[37, 53, 'MISC']]"
There were no tickets available for Friday's performance.,"[[36, 44, 'MISC']]"
We're going out for a meal on Friday.,"[[0, 5, 'MISC']]"
The Golden Gate Bridge is made of iron.,"[[4, 22, 'LOC']]"
How long is the Golden Gate Bridge?,"[[16, 35, 'LOC']]"
Kanazawa is a quiet city.,"[[0, 8, 'LOC']]"
There are sometimes blizzards in Kanazawa.,"[[33, 42, 'LOC']]"
Love of money is common to all men.,"[[0, 13, 'MISC']]"
I think the love of money is common to us all.,"[[39, 41, 'LOC']]"
"Were I rich, I would help the poor.","[[5, 14, 'MISC']]"
"Rich as he is, he is not happy.","[[0, 4, 'PER']]"
Lock the safe.,"[[0, 4, 'PER']]"
"Regardless of the amount, Brian wants the correct, entire amount by next week.","[[26, 31, 'PER']]"
"Money and I are strangers; in other words, I am poor.","[[0, 9, 'MISC']]"
Chemistry has made notable progress in recent years.,"[[0, 9, 'PER']]"
Mr Kondo is the most hardworking in his company.,"[[3, 8, 'LOC']]"
Why didn't modern technology develop in China?,"[[40, 46, 'LOC']]"
"Before saying goodbye to their neighbors, the Smiths had to tie up some loose ends inside the house.","[[46, 52, 'ORG']]"
Our American neighbor will have lived in Japan for five years next year.,"[[4, 12, 'MISC'], [41, 46, 'LOC']]"
Our American neighbor will have lived in Japan for five years next year.,"[[4, 12, 'MISC'], [41, 46, 'LOC']]"
A fire broke out near my house.,"[[25, 31, 'LOC']]"
There are a handful of naughty boys in my neighborhood.,"[[23, 35, 'ORG']]"
The number of Japanese students returning after life abroad has been increasing as of late.,"[[14, 22, 'MISC']]"
Young people wear their hair long these days.,"[[0, 5, 'PER']]"
Honesty seems to be rather at a discount today.,"[[0, 7, 'PER']]"
Many young Japanese travel overseas these days.,"[[11, 19, 'MISC']]"
Meat is very expensive nowadays.,"[[0, 4, 'PER']]"
"These days, the motive for marriage is not necessarily pure. Take Jennifer for example.","[[66, 74, 'PER']]"
Is there a McDonald's near here?,"[[11, 21, 'LOC']]"
There's a nice Thai restaurant near here.,"[[15, 19, 'LOC']]"
Baskets are being made nearby.,"[[0, 7, 'LOC']]"
"In the near future, we may have a big earthquake in Japan.","[[52, 57, 'LOC']]"
Can we get to the moon in the near future?,"[[0, 3, 'ORG']]"
These problems will be solved in the near future.,"[[42, 49, 'LOC']]"
It is said that there will be a big earthquake in the near future.,"[[59, 66, 'LOC']]"
Spring will be here before long.,"[[0, 6, 'PER']]"
You'll be hearing from us soon.,"[[23, 25, 'LOC']]"
May I come to see you one of these days?,"[[0, 5, 'PER']]"
What number should I call in case of an emergency?,"[[19, 25, 'MISC']]"
Hard work has made Japan what it is today.,"[[19, 24, 'LOC']]"
Diligence is the way to success.,"[[0, 9, 'MISC']]"
Diligence is the mother of good fortune.,"[[0, 9, 'MISC']]"
Diligence is essential to success in life.,"[[0, 9, 'MISC']]"
Diligence led him to success.,"[[0, 9, 'PER']]"
Diligence may compensate for lack of experience.,"[[0, 9, 'MISC']]"
Tears came into my eyes when I was chopping onions.,"[[0, 5, 'PER']]"
The director wanted the local Asahi reporter to go to the scene of the crime.,"[[30, 35, 'LOC']]"
Fair competition is necessary for the healthy growth of industry.,"[[0, 4, 'MISC']]"
"To my astonishment, my money was gone.","[[33, 38, 'PER']]"
Her eyes become round in surprise.,"[[25, 34, 'LOC']]"
"To my surprise, the child came here by himself all the way from Yokohama.","[[64, 73, 'LOC']]"
"To our surprise, she has gone to Brazil alone.","[[33, 39, 'LOC']]"
"To my surprise, she spoke English very well.","[[26, 33, 'MISC']]"
"To our surprise, Tom came to our party with Mary.","[[17, 20, 'PER'], [44, 49, 'PER']]"
"To our surprise, Tom came to our party with Mary.","[[17, 20, 'PER'], [44, 49, 'PER']]"
Hasn't he looked at himself in a mirror?,"[[0, 6, 'LOC']]"
Two fat men trying to pass through a narrow doorway are in checkmate.,"[[0, 3, 'MISC']]"
Mr. Hashimoto is fair to us.,"[[0, 13, 'PER']]"
Mr Hashimoto was confused by Ken's question.,"[[3, 12, 'PER'], [29, 34, 'PER']]"
Mr Hashimoto was confused by Ken's question.,"[[3, 12, 'PER'], [29, 34, 'PER']]"
Tom started the engine.,"[[0, 3, 'PER']]"
Mr Hashimoto is known to everyone.,"[[3, 12, 'PER']]"
Bids were solicited for the building of the bridge.,"[[0, 4, 'PER']]"
The fact that educated Americans in general no longer share understandable background knowledge is a chief cause of their inability to communicate effectively.,"[[23, 32, 'MISC']]"
The professor gave a lecture on the Middle East.,"[[36, 48, 'MISC']]"
The professor ordered some new books from New York.,"[[42, 50, 'LOC']]"
The professor scolded John for skipping class.,"[[22, 26, 'PER']]"
The professor is in Japan on sabbatical leave.,"[[20, 25, 'LOC']]"
The professor teaches English conversation.,"[[22, 29, 'MISC']]"
The professor lectured on French history.,"[[26, 32, 'MISC']]"
Teachers should give their children faith that tomorrow will be brighter and happier.,"[[0, 8, 'PER']]"
The teacher was worried by Tom's frequent absence from class.,"[[27, 32, 'PER']]"
Teachers should occasionally let their students blow off some steam.,"[[0, 8, 'PER']]"
Teachers should treat all their students impartially.,"[[0, 8, 'PER']]"
"When the teacher is very strict, the students must mind their P's and Q's.","[[62, 65, 'MISC'], [70, 74, 'MISC']]"
"When the teacher is very strict, the students must mind their P's and Q's.","[[62, 65, 'MISC'], [70, 74, 'MISC']]"
The vicar often refers to the Bible in his sermon.,"[[30, 35, 'MISC']]"
The church is surrounded by woods and lakes.,"[[28, 33, 'PER']]"
Whoever goes to church believes in God.,"[[35, 39, 'MISC']]"
And I call on the chairman of the Education Committee to support the motion.,"[[34, 53, 'ORG']]"
The Board of Education governs the schools.,"[[4, 22, 'ORG']]"
Education is a critical element.,"[[0, 9, 'ORG']]"
Examinations play a large part in education.,"[[0, 12, 'PER']]"
Oh! Show it to me please.,"[[0, 8, 'MISC']]"
"Kyoko went away, humming a song.","[[0, 5, 'PER']]"
May I make so bold as to request your assistance?,"[[0, 5, 'PER']]"
Mr. Satoyama's work made a big impression in the world of haiku.,"[[0, 14, 'PER']]"
Robbers wrecked the mail train.,"[[0, 7, 'PER']]"
A strong wind is blowing and I can't walk fast.,"[[29, 47, 'MISC']]"
The GOP accused the Democrats of pork barrel politics.,"[[4, 7, 'ORG'], [20, 29, 'ORG']]"
The GOP accused the Democrats of pork barrel politics.,"[[4, 7, 'ORG'], [20, 29, 'ORG']]"
We suggested Kyoritsu Bussan approach you for assistance.,"[[13, 28, 'PER']]"
Two different parties with common interests were on the warpath when he cut in to settle the dispute.,"[[0, 3, 'MISC']]"
Communism is the system practiced in the Soviet Union.,"[[41, 54, 'LOC']]"
"Communism was the political system in the Union of Soviet Socialist Republics, but that stopped in 1993.","[[42, 77, 'ORG']]"
I just lost at the races so I'm flat broke.,"[[28, 43, 'MISC']]"
"Having run the race, Jane had two glasses of barley tea.","[[21, 25, 'PER']]"
The athlete was full of spirit and confidence.,"[[24, 30, 'MISC']]"
Supply is relative to demand.,"[[0, 6, 'LOC']]"
Supply will soon overtake demand.,"[[0, 6, 'LOC']]"
Your name was given to us by Mr. Hayashi of Keiyo Steel Corporation.,"[[29, 40, 'PER'], [44, 68, 'ORG']]"
Your name was given to us by Mr. Hayashi of Keiyo Steel Corporation.,"[[29, 40, 'PER'], [44, 68, 'ORG']]"
Do you have a map of the city of Kyoto?,"[[33, 39, 'LOC']]"
Will you tell me the way to Kyoto Station?,"[[28, 42, 'LOC']]"
You should visit Kyoto.,"[[17, 23, 'LOC']]"
"You should visit Kyoto, which is famous for its old temples and shrines.","[[17, 22, 'LOC']]"
Kyoto is worth visiting.,"[[0, 5, 'LOC']]"
Kyoto gets thousands of visitors from all over the world each year.,"[[0, 5, 'LOC']]"
Kyoto is not as large as Osaka.,"[[0, 5, 'LOC'], [25, 31, 'LOC']]"
Kyoto is not as large as Osaka.,"[[0, 5, 'LOC'], [25, 31, 'LOC']]"
Kyoto gets lots of visitors from all over the world.,"[[0, 5, 'LOC']]"
Kyoto is famous for its shrines and temples.,"[[0, 5, 'LOC']]"
Kyoto is most beautiful in autumn.,"[[0, 5, 'LOC']]"
Kyoto is most crowded when it is most beautiful.,"[[0, 5, 'LOC']]"
Kyoto is famous for its old temples.,"[[0, 5, 'LOC']]"
Kyoto is internationally famous for its scenic beauty.,"[[0, 5, 'LOC']]"
Kyoto depends on the tourist industry.,"[[0, 5, 'LOC']]"
Kyoto was the former capital of Japan.,"[[0, 5, 'LOC'], [32, 37, 'LOC']]"
Kyoto was the former capital of Japan.,"[[0, 5, 'LOC'], [32, 37, 'LOC']]"
Kyoto is visited by many tourists.,"[[0, 5, 'LOC']]"
Kyoto was an old capital of Japan.,"[[0, 5, 'LOC'], [28, 33, 'LOC']]"
Kyoto was an old capital of Japan.,"[[0, 5, 'LOC'], [28, 33, 'LOC']]"
How do you like Kyoto?,"[[16, 22, 'MISC']]"
Kyoto is visited by many people every year.,"[[0, 5, 'LOC']]"
Kyoto is worth visiting once.,"[[0, 5, 'LOC']]"
The charm of Kyoto consists of the beauty of its old temples.,"[[13, 18, 'LOC']]"
There was an enormous traffic jam in downtown Kyoto.,"[[37, 52, 'LOC']]"
Are you from Kyoto?,"[[13, 19, 'LOC']]"
Summers are very hot in Kyoto.,"[[24, 30, 'LOC']]"
Don't forget to give us a ring when you arrive in Kyoto.,"[[50, 56, 'LOC']]"
He acted as a guide while I was staying in Kyoto.,"[[43, 49, 'LOC']]"
I would often visit the museum when I lived in Kyoto.,"[[47, 53, 'LOC']]"
There are many famous old buildings in Kyoto.,"[[39, 45, 'LOC']]"
A heavy snow fell in Kyoto for the first time in ages.,"[[21, 26, 'LOC']]"
There are many places to visit in Kyoto.,"[[34, 40, 'LOC']]"
Kyoto has many universities.,"[[0, 5, 'LOC']]"
There are many shrines in Kyoto.,"[[26, 32, 'LOC']]"
Have you been to Kyoto?,"[[17, 23, 'LOC']]"
There are many old temples in Kyoto.,"[[30, 36, 'LOC']]"
There are a lot of sights in Kyoto.,"[[29, 35, 'LOC']]"
Kyoto has many places to see.,"[[0, 5, 'LOC']]"
There are many places to see in Kyoto.,"[[32, 38, 'LOC']]"
I have been to Kyoto once.,"[[15, 20, 'LOC']]"
There are many sights to see in Kyoto.,"[[32, 38, 'LOC']]"
My brother in Kyoto became a teacher.,"[[14, 19, 'LOC']]"
"Speaking of Kyoto, have you ever visited the Kinkakuji Temple?","[[0, 17, 'MISC'], [45, 62, 'LOC']]"
"Speaking of Kyoto, have you ever visited the Kinkakuji Temple?","[[0, 17, 'MISC'], [45, 62, 'LOC']]"
How about stopping over at Kyoto and sightseeing at the old capital?,"[[27, 32, 'LOC']]"
"In Kyoto, you can see both old and modern buildings.","[[3, 13, 'MISC']]"
"From the airport, the Keisei Line Sky-Liner will take you to Ueno Station in 75 minutes.","[[22, 43, 'LOC'], [61, 73, 'LOC']]"
"From the airport, the Keisei Line Sky-Liner will take you to Ueno Station in 75 minutes.","[[22, 43, 'LOC'], [61, 73, 'LOC']]"
Kyoko is lying on the grass.,"[[0, 5, 'LOC']]"
Kyoko had the kindness to carry my baggage for me.,"[[0, 5, 'PER']]"
"I don't know exactly where Kyoko lives, but it's in the direction of Sannomiya.","[[27, 32, 'PER'], [69, 79, 'LOC']]"
"I don't know exactly where Kyoko lives, but it's in the direction of Sannomiya.","[[27, 32, 'PER'], [69, 79, 'LOC']]"
Please hide the blueberry jam where Takako can't see it.,"[[36, 42, 'PER']]"
"Fish, please.","[[0, 13, 'PER']]"
"Two dogs fight for a bone, and the third runs away with it.","[[0, 3, 'MISC']]"
I'm going to speak to you with utmost candor so I want you to take everything I'm about to say at face value.,"[[48, 81, 'MISC']]"
A huge federal budget deficit has been plaguing the American economy for many years.,"[[52, 60, 'MISC']]"
I have two tickets to the Yomiuri Giants - Chunichi Dragons night game. Want to go?,"[[26, 40, 'ORG'], [43, 59, 'PER']]"
I have two tickets to the Yomiuri Giants - Chunichi Dragons night game. Want to go?,"[[26, 40, 'ORG'], [43, 59, 'PER']]"
An izakaya is a Japanese-style pub.,"[[16, 30, 'LOC']]"
"While I was playing video games in the living room, Mom asked me if I would go shopping with her.","[[52, 55, 'PER']]"
"Since I failed last year, I don't want to try again.","[[26, 52, 'MISC']]"
Mr Brown took charge of this class last year.,"[[3, 8, 'PER']]"
We moved to New York last fall.,"[[12, 20, 'LOC']]"
Last summer I traveled to Italy.,"[[26, 32, 'LOC']]"
