sentence, entity type + position
Tom spricht langsamer als Bill.,"[[0, 3, 'PER'], [26, 30, 'PER']]"
Das ist ein Mitbringsel aus Hokkaidô.,"[[28, 36, 'LOC']]"
Dieser Lastwagen transportiert frische Lebensmittel von Aomori nach Tokyo.,"[[56, 62, 'LOC'], [68, 73, 'LOC']]"
Dieser Lastwagen transportiert frische Lebensmittel von Aomori nach Tokyo.,"[[56, 62, 'LOC'], [68, 73, 'LOC']]"
"Englisch ist nicht einfach, aber es ist interessant.","[[0, 8, 'MISC']]"
Zum Hilton Hotel bitte.,"[[4, 16, 'ORG']]"
Ich schreibe immer noch nicht gut Chinesisch.,"[[34, 44, 'MISC']]"
Ich möchte einige Bücher über Lincoln lesen.,"[[30, 37, 'PER']]"
"Nie sehe ich dich, ohne dass ich an Ken denke.","[[36, 39, 'PER']]"
"Junko ist noch darauf angewiesen, dass ihre Eltern für ihre Lebenshaltungskosten aufkommen.","[[0, 5, 'PER']]"
"Wir alle sind zur Party gegangen, abgesehen von Joe.","[[48, 51, 'PER']]"
Die Schweiz ist ein neutrales Land.,"[[4, 11, 'LOC']]"
Viele englische Wörter haben lateinischen Ursprung.,"[[6, 15, 'MISC'], [29, 41, 'MISC']]"
Viele englische Wörter haben lateinischen Ursprung.,"[[6, 15, 'MISC'], [29, 41, 'MISC']]"
Bill war in Japan.,"[[0, 4, 'PER'], [12, 17, 'LOC']]"
Bill war in Japan.,"[[0, 4, 'PER'], [12, 17, 'LOC']]"
Französisch wird in Frankreich gesprochen.,"[[0, 11, 'MISC'], [20, 30, 'LOC']]"
Französisch wird in Frankreich gesprochen.,"[[0, 11, 'MISC'], [20, 30, 'LOC']]"
"Da ihre Unterhaltung auf Französisch war, konnte ich kein Wort verstehen.","[[25, 36, 'MISC']]"
Die Christen glauben an Jesus Christus.,"[[24, 38, 'PER']]"
Warst du schon einmal in Kobe?,"[[25, 29, 'LOC']]"
Morgen um diese Uhrzeit werde ich in London sein.,"[[37, 43, 'LOC']]"
Maler wie Picasso sind selten.,"[[10, 17, 'PER']]"
Er mag lieber Französisch als Deutsch.,"[[14, 25, 'MISC'], [30, 37, 'MISC']]"
Er mag lieber Französisch als Deutsch.,"[[14, 25, 'MISC'], [30, 37, 'MISC']]"
Deutsch ist keine einfache Sprache.,"[[0, 7, 'MISC']]"
Ich verstehe Deutsch überhaupt nicht.,"[[13, 20, 'MISC']]"
Dieses Wort ist aus dem Deutschen abgeleitet.,"[[24, 33, 'MISC']]"
Niederländisch ist eng verwandt mit Deutsch.,"[[0, 14, 'MISC'], [36, 43, 'MISC']]"
Niederländisch ist eng verwandt mit Deutsch.,"[[0, 14, 'MISC'], [36, 43, 'MISC']]"
Ich habe Französisch statt Deutsch gelernt.,"[[9, 20, 'MISC'], [27, 34, 'MISC']]"
Ich habe Französisch statt Deutsch gelernt.,"[[9, 20, 'MISC'], [27, 34, 'MISC']]"
Ich spreche weder Französisch noch Deutsch.,"[[18, 29, 'MISC'], [35, 42, 'MISC']]"
Ich spreche weder Französisch noch Deutsch.,"[[18, 29, 'MISC'], [35, 42, 'MISC']]"
"Spricht er Englisch, Französisch oder Deutsch?","[[11, 19, 'MISC'], [21, 32, 'MISC'], [38, 45, 'MISC']]"
"Spricht er Englisch, Französisch oder Deutsch?","[[11, 19, 'MISC'], [21, 32, 'MISC'], [38, 45, 'MISC']]"
"Spricht er Englisch, Französisch oder Deutsch?","[[11, 19, 'MISC'], [21, 32, 'MISC'], [38, 45, 'MISC']]"
Er spricht Englisch mit einem deutschen Akzent.,"[[11, 19, 'MISC'], [30, 39, 'LOC']]"
Er spricht Englisch mit einem deutschen Akzent.,"[[11, 19, 'MISC'], [30, 39, 'LOC']]"
Er spricht weder Deutsch noch Französisch.,"[[17, 24, 'MISC'], [30, 41, 'MISC']]"
Er spricht weder Deutsch noch Französisch.,"[[17, 24, 'MISC'], [30, 41, 'MISC']]"
Vater übersetzte den deutschen Brief ins Japanische.,"[[21, 30, 'LOC'], [41, 51, 'MISC']]"
Vater übersetzte den deutschen Brief ins Japanische.,"[[21, 30, 'LOC'], [41, 51, 'MISC']]"
"Es wurde nach Frankfurt, einer deutschen Stadt, benannt.","[[14, 23, 'LOC'], [31, 40, 'LOC']]"
"Es wurde nach Frankfurt, einer deutschen Stadt, benannt.","[[14, 23, 'LOC'], [31, 40, 'LOC']]"
Ich kenne diesen Deutschen mit langem Bart.,"[[17, 26, 'LOC']]"
Susan ist vor einer Stunde gegangen.,"[[0, 5, 'PER']]"
Lies die Nachricht noch einmal.,"[[0, 4, 'PER']]"
Noch spielt Tom die Geige.,"[[12, 15, 'PER']]"
Sie mögen Tsuneoki Ikeda.,"[[10, 24, 'PER']]"
Tom leitet den Fußballverein.,"[[0, 3, 'PER']]"
Sie ist eine Anhängerin von Freud.,"[[28, 33, 'PER']]"
Er liest eine Textstelle von Shakespeare.,"[[29, 40, 'PER']]"
John fing einen Tiger und schoß zwei Löwen.,"[[0, 4, 'PER']]"
Dieses Mal ist mein Ziel Paris.,"[[25, 30, 'LOC']]"
Mayuko träumte einen seltsamen Traum.,"[[0, 6, 'PER']]"
Mayukos Traum wurde wahr.,"[[0, 7, 'PER']]"
"Marys Traum, ins Ausland zu gehen, wurde schließlich Wirklichkeit.","[[0, 5, 'PER']]"
Niemand macht einen besseren Apfelkuchen als Emily.,"[[45, 50, 'PER']]"
Kommst du in Skype oder übersetzt du lieber Sätze auf Tatoeba?,"[[54, 61, 'PER']]"
"Sie würde lieber Sätze auf Tatoeba übersetzen, als mit mir zu chatten.","[[27, 34, 'PER']]"
Alle außer Jim kamen.,"[[11, 14, 'PER']]"
Bis auf Tom waren alle anwesend.,"[[8, 11, 'PER']]"
Jessie kocht Wasser um Kaffee zu machen.,"[[0, 6, 'PER']]"
Mayuko betrat den Raum.,"[[0, 6, 'PER']]"
"Taro, das Abendessen ist fertig!","[[0, 4, 'PER']]"
"Akira benutzt das gleiche Wörterbuch, das ihr Vater als Student benutzte.","[[0, 5, 'PER']]"
"Alle waren dagegen, aber Mary und John haben trotzdem geheiratet.","[[25, 29, 'PER'], [34, 38, 'PER']]"
"Alle waren dagegen, aber Mary und John haben trotzdem geheiratet.","[[25, 29, 'PER'], [34, 38, 'PER']]"
Ich mochte Tony gern.,"[[11, 15, 'PER']]"
Aoi tanzt gut.,"[[0, 3, 'PER']]"
Er spricht gut Englisch.,"[[15, 23, 'MISC']]"
Tom will nach Japan gehen.,"[[0, 3, 'PER'], [14, 19, 'LOC']]"
Tom will nach Japan gehen.,"[[0, 3, 'PER'], [14, 19, 'LOC']]"
Kumi redete nicht über ihren Verein.,"[[0, 4, 'PER']]"
Bob ist im Theaterklub.,"[[0, 3, 'PER']]"
John ist mein jüngerer Brüder.,"[[0, 4, 'PER']]"
Mein Bruder lebt in Tokyo.,"[[20, 25, 'LOC']]"
Shinkos Bruder ist acht.,"[[0, 7, 'PER']]"
Er ist Taros Bruder.,"[[7, 12, 'PER']]"
Bill ging mit seinem Bruder in den Zoo.,"[[0, 4, 'PER']]"
Onkel Tom ist der Bruder meiner Mutter.,"[[6, 9, 'PER']]"
John ist so alt wie mein Bruder.,"[[0, 4, 'PER']]"
George hat meine Schwester geheiratet.,"[[0, 6, 'PER']]"
Ann hat keine Schwester.,"[[0, 3, 'PER']]"
Bob hat das Interesse an Rockmusik verloren.,"[[0, 3, 'PER']]"
Japaner haben dunkle Augen.,"[[0, 7, 'LOC']]"
Fast alle Japaner haben dunkle Haare.,"[[10, 17, 'LOC']]"
Tracy hat ihre Brille verloren.,"[[0, 5, 'PER']]"
Der Mond ist hinter den Wolken.,"[[4, 8, 'LOC']]"
"Ich habe versucht, mir das Leben auf dem Mond vorzustellen.","[[41, 45, 'LOC']]"
"Kannst du dir vorstellen, auf dem Mond zu gehen?","[[34, 38, 'LOC']]"
Eine Reise zum Mond ist nicht länger ein Traum.,"[[15, 19, 'LOC']]"
Herr und Frau West sind in den Flitterwochen.,"[[14, 18, 'PER']]"
Der Mond und die Sterne leuchteten über uns.,"[[4, 8, 'LOC']]"
Karin ist Österreicherin.,"[[0, 5, 'PER'], [10, 24, 'LOC']]"
Karin ist Österreicherin.,"[[0, 5, 'PER'], [10, 24, 'LOC']]"
Der schiefe Turm von Pisa ist höher als die Kirche.,"[[21, 25, 'LOC']]"
In Venedig sind immer so viele Touristen.,"[[3, 10, 'LOC']]"
Sydney ist weit von hier.,"[[0, 6, 'LOC']]"
Tokyo ist weit weg von hier.,"[[0, 5, 'LOC']]"
John holte einen Schlüssel aus seiner Tasche.,"[[0, 4, 'PER']]"
Japan spielt eine Schlüsselrolle in der Weltwirtschaft.,"[[0, 5, 'LOC']]"
Die japanische Wirtschaft hat sich schnell entwickelt.,"[[4, 14, 'LOC']]"
Die Wirtschaft Japans ist immer noch stabil.,"[[15, 21, 'LOC']]"
Wir importieren Tee aus Indien.,"[[24, 30, 'LOC']]"
Englisch ist eine internationale Sprache geworden.,"[[0, 8, 'MISC']]"
Englisch ist eine internationale Sprache.,"[[0, 8, 'MISC']]"
"Gut, ich werde noch fünfzehn Sätze ins Deutsche übersetzen, aber danach gehe ich.","[[39, 47, 'MISC']]"
Übersetzt diesen Satz ins Englische.,"[[26, 35, 'MISC']]"
Naoko schwimmt gerade.,"[[0, 5, 'PER']]"
"Ich habe gesehen, wie du Herrn Nagashima schöne Augen gemacht hast.","[[31, 40, 'PER']]"
Die Sowjetunion nahm uns gegenüber eine feindselige Haltung ein.,"[[4, 15, 'LOC']]"
Ein gewisser Herr Smith ist hier und will Sie sprechen.,"[[18, 23, 'PER']]"
Ist John endgültig nach Amerika zurückgekehrt?,"[[4, 8, 'PER'], [24, 31, 'LOC']]"
Ist John endgültig nach Amerika zurückgekehrt?,"[[4, 8, 'PER'], [24, 31, 'LOC']]"
Ich komme aus Singapur.,"[[14, 22, 'LOC']]"
Sie sollten besser Englisch oder Französisch lernen.,"[[19, 27, 'MISC'], [33, 44, 'MISC']]"
Sie sollten besser Englisch oder Französisch lernen.,"[[19, 27, 'MISC'], [33, 44, 'MISC']]"
"Als wir Okinawa besuchten, sahen wir den Vogel.","[[8, 15, 'LOC']]"
Der Musiker erfreut sich sowohl in Japan als auch in Amerika großer Beliebtheit.,"[[35, 40, 'LOC'], [53, 60, 'LOC']]"
Der Musiker erfreut sich sowohl in Japan als auch in Amerika großer Beliebtheit.,"[[35, 40, 'LOC'], [53, 60, 'LOC']]"
Jane trug das gleiche Band wie ihre Mutter.,"[[0, 4, 'PER']]"
Was macht Ken jetzt?,"[[10, 13, 'PER']]"
"Wer ist der Junge, der die Rolle des Peter Pan spielt?","[[37, 46, 'PER']]"
Herr Ito ist ein hochgebildeter Mann.,"[[5, 8, 'PER']]"
Herr Ou ist zum Japanischlernen nach Japan gekommen.,"[[5, 7, 'PER'], [16, 31, 'LOC'], [37, 42, 'LOC']]"
Herr Ou ist zum Japanischlernen nach Japan gekommen.,"[[5, 7, 'PER'], [16, 31, 'LOC'], [37, 42, 'LOC']]"
Herr Ou ist zum Japanischlernen nach Japan gekommen.,"[[5, 7, 'PER'], [16, 31, 'LOC'], [37, 42, 'LOC']]"
George hatte ein gebrochenes Herz.,"[[0, 6, 'PER']]"
Kens Onkel hat eine große Hühnerfarm.,"[[0, 4, 'PER']]"
Naoki ist so alt wie Kaori.,"[[0, 5, 'PER'], [21, 26, 'PER']]"
Naoki ist so alt wie Kaori.,"[[0, 5, 'PER'], [21, 26, 'PER']]"
Brian hat einen Lippenstift für Kate gekauft.,"[[0, 5, 'PER'], [32, 36, 'PER']]"
Brian hat einen Lippenstift für Kate gekauft.,"[[0, 5, 'PER'], [32, 36, 'PER']]"
Wie gut Aoi tanzt!,"[[8, 11, 'PER']]"
"Herr Yamada, darf ich Ihnen Fräulein Lloyd vorstellen?","[[5, 11, 'PER'], [37, 42, 'PER']]"
"Herr Yamada, darf ich Ihnen Fräulein Lloyd vorstellen?","[[5, 11, 'PER'], [37, 42, 'PER']]"
Dieses Land ist ungefähr zweimal so groß wie Japan.,"[[45, 50, 'LOC']]"
Ein Japaner hätte so was nicht gesagt.,"[[4, 11, 'LOC']]"
"Jimmy war es gewohnt, dass sich seine Freunde über ihn lustig machten.","[[0, 5, 'PER']]"
„Ist Ken beschäftigt?“ – „Ja.“,"[[5, 8, 'PER']]"
Bill hat mir dieses Buch mitgebracht.,"[[0, 4, 'PER']]"
"Das erste Mal, dass ich die Hand meiner Freundin genommen habe, war im Spukhaus.","[[71, 79, 'LOC']]"
Mein Auto ist ein Toyota.,"[[18, 24, 'ORG']]"
Fünftausend Dollar sind eine große Menge Geld.,"[[12, 18, 'MISC']]"
"Ich fürchte, dass ich mich auf Englisch nicht verständlich machen kann.","[[31, 39, 'MISC']]"
"Mary gab vor, krank zu sein, um nicht in die Schule gehen zu müssen.","[[0, 4, 'PER']]"
Die Murais sind seit zehn Jahren verheiratet.,"[[4, 10, 'PER']]"
Ich spreche ein bisschen Japanisch.,"[[25, 34, 'MISC']]"
Die wirtschaftliche Entwicklung ist wichtig für Afrika.,"[[48, 54, 'LOC']]"
"Ich kenne den Grund, wieso Tom sauer auf sie war.","[[27, 30, 'PER']]"
Ich schulde ihm 1000 Dollar.,"[[21, 27, 'MISC']]"
Ich bin nachts am Bahnhof Osaka angekommen.,"[[26, 31, 'LOC']]"
London ist eine der größten Städte auf der Welt.,"[[0, 6, 'LOC']]"
"Ich habe Ken gebeten, mir zu helfen.","[[9, 12, 'PER']]"
"1912 starb der österreichische Schneider Franz Reichelt, als er vom ersten Stock des Eiffelturms sprang, um seine Erfindung, den Fallschirmmantel, zu testen, der nicht funktionierte.","[[15, 30, 'LOC'], [41, 55, 'PER']]"
"1912 starb der österreichische Schneider Franz Reichelt, als er vom ersten Stock des Eiffelturms sprang, um seine Erfindung, den Fallschirmmantel, zu testen, der nicht funktionierte.","[[15, 30, 'LOC'], [41, 55, 'PER']]"
Ich werde niemals meinen Besuch in Paris letzten Sommer vergessen.,"[[35, 40, 'LOC']]"
Chris hatte kein Auto.,"[[0, 5, 'PER']]"
Er ist letzte Woche nach Amerika gegangen.,"[[25, 32, 'LOC']]"
Mein Vater spricht sehr gut Englisch.,"[[28, 36, 'MISC']]"
Sein Englisch ist hervorragend.,"[[5, 13, 'MISC']]"
Er ist nach Japan zurückgekehrt.,"[[12, 17, 'LOC']]"
"Hr. Yamada, Sie werden am Telefon gewünscht.","[[4, 10, 'PER']]"
"Er ist nach Amerika gegangen, um amerikanische Literatur zu studieren.","[[12, 19, 'LOC'], [33, 46, 'LOC']]"
"Er ist nach Amerika gegangen, um amerikanische Literatur zu studieren.","[[12, 19, 'LOC'], [33, 46, 'LOC']]"
Ich habe mal in Osaka gelebt.,"[[16, 21, 'LOC']]"
Ich würde gerne nach Frankreich gehen.,"[[21, 31, 'LOC']]"
Sprechen Sie Englisch?,"[[13, 21, 'MISC']]"
Die Sommer sind sehr heiß in Kyoto.,"[[29, 34, 'LOC']]"
"Es war Marie Curie, die die Radioaktivität entdeckte.","[[7, 18, 'PER']]"
"Ken verteidigt immer seine Mutter, wenn seine Eltern sich streiten.","[[0, 3, 'PER']]"
Edison hat die Glühbirne erfunden.,"[[0, 6, 'PER']]"
Sie will in die Vereinigten Staaten gehen.,"[[16, 35, 'LOC']]"
"Perry hat sich angewöhnt, laut zu denken.","[[0, 5, 'PER']]"
Keiko ist stolz auf ihre Familie.,"[[0, 5, 'PER']]"
Papa kommt morgen heim.,"[[0, 4, 'PER']]"
"Letzten Sommer hatte ich die Gelegenheit, London zu besichtigen.","[[42, 48, 'LOC']]"
"Hallo, das ist Mike.","[[15, 19, 'PER']]"
Ich habe gestern meinen Freund Tom besucht.,"[[31, 34, 'PER']]"
"Ich werde nie vergessen, wie ich mit ihr Hawaii besucht habe.","[[41, 47, 'LOC']]"
"Das ist der Brief, den Hr. Brown geschrieben hat.","[[23, 32, 'PER']]"
Die Insel liegt südlich von Japan.,"[[28, 33, 'LOC']]"
"Weißt du, ob Lucy Japanisch spricht?","[[13, 27, 'PER']]"
Ich spreche nicht so gut Englisch wie er.,"[[25, 33, 'MISC']]"
Ich bin nach Nagasaki gegangen.,"[[13, 21, 'LOC']]"
Spricht er Englisch?,"[[11, 19, 'MISC']]"
Er ist kein Japaner.,"[[12, 19, 'LOC']]"
"Ich habe ihn getroffen, als er in Japan war.","[[34, 39, 'LOC']]"
Es gibt zahlreiche japanische Restaurants in New York.,"[[19, 29, 'LOC'], [45, 53, 'LOC']]"
Es gibt zahlreiche japanische Restaurants in New York.,"[[19, 29, 'LOC'], [45, 53, 'LOC']]"
Englisch wird in Kanada gesprochen.,"[[0, 8, 'MISC'], [17, 23, 'LOC']]"
Englisch wird in Kanada gesprochen.,"[[0, 8, 'MISC'], [17, 23, 'LOC']]"
Wie schnell Taro rennt!,"[[12, 16, 'PER']]"
"Schließlich beschlossen John und Sue, den Apfel in Hälften zu schneiden.","[[24, 28, 'PER'], [33, 36, 'PER']]"
"Schließlich beschlossen John und Sue, den Apfel in Hälften zu schneiden.","[[24, 28, 'PER'], [33, 36, 'PER']]"
Gibt es hier in der Nähe japanische Restaurants?,"[[25, 35, 'LOC']]"
Frankreich hat eine Grenze mit Italien.,"[[0, 10, 'LOC'], [31, 38, 'LOC']]"
Frankreich hat eine Grenze mit Italien.,"[[0, 10, 'LOC'], [31, 38, 'LOC']]"
"Er sagte, dass sich die Erde um die Sonne dreht.","[[24, 28, 'LOC'], [36, 41, 'LOC']]"
"Er sagte, dass sich die Erde um die Sonne dreht.","[[24, 28, 'LOC'], [36, 41, 'LOC']]"
Holt bitte einen Stuhl aus dem Nebenraum.,"[[0, 4, 'PER']]"
Die USA bestehen aus 50 Bundesstaaten.,"[[4, 7, 'LOC']]"
„Wer ist dieses Mädchen?“ – „Das ist Keiko.“,"[[37, 42, 'PER']]"
Er lebt gerne in Tokyo.,"[[17, 22, 'LOC']]"
"Japan war einer der Hauptprofiteure des Freihandelssystems, das durch das GATT umgesetzt wurde.","[[0, 5, 'LOC'], [74, 78, 'ORG']]"
"Japan war einer der Hauptprofiteure des Freihandelssystems, das durch das GATT umgesetzt wurde.","[[0, 5, 'LOC'], [74, 78, 'ORG']]"
Faxen Sie das bitte an diese Nummer in Tokyo.,"[[39, 44, 'LOC']]"
Elisabeth II. ist die Königin von England.,"[[0, 12, 'PER'], [34, 41, 'LOC']]"
Elisabeth II. ist die Königin von England.,"[[0, 12, 'PER'], [34, 41, 'LOC']]"
Mayuko trug eine Blumenkrone.,"[[0, 6, 'PER']]"
Er ist vor einer Woche nach New York aufgebrochen.,"[[28, 36, 'LOC']]"
"Schließlich gelang es Ted, seine Gedanken auf Japanisch mitzuteilen.","[[22, 25, 'PER'], [46, 55, 'MISC']]"
"Schließlich gelang es Ted, seine Gedanken auf Japanisch mitzuteilen.","[[22, 25, 'PER'], [46, 55, 'MISC']]"
Bill ist nicht so groß wie Bob.,"[[0, 4, 'PER'], [27, 30, 'PER']]"
Bill ist nicht so groß wie Bob.,"[[0, 4, 'PER'], [27, 30, 'PER']]"
Bob hat mir geholfen.,"[[0, 3, 'PER']]"
Diese Länder gehörten zu Frankreich.,"[[25, 35, 'LOC']]"
Wir sind beide aus Tampa.,"[[19, 24, 'LOC']]"
Er wurde in Osaka geboren.,"[[12, 17, 'LOC']]"
Er macht in letzter Zeit bemerkenswerte Fortschritte in Englisch.,"[[56, 64, 'MISC']]"
"Ich bin nicht verantwortlich für das, was Tom gemacht hat.","[[42, 45, 'PER']]"
"Der Rhein ist die Grenze, die Frankreich und Deutschland trennt.","[[4, 9, 'LOC'], [30, 40, 'LOC'], [45, 56, 'LOC']]"
"Der Rhein ist die Grenze, die Frankreich und Deutschland trennt.","[[4, 9, 'LOC'], [30, 40, 'LOC'], [45, 56, 'LOC']]"
"Der Rhein ist die Grenze, die Frankreich und Deutschland trennt.","[[4, 9, 'LOC'], [30, 40, 'LOC'], [45, 56, 'LOC']]"
Wie lange kennst du Jack?,"[[20, 24, 'PER']]"
Ich würde gerne in die USA gehen.,"[[23, 26, 'LOC']]"
Sazae vergisst immer ihre eigene Telefonnummer.,"[[0, 5, 'PER']]"
Er fährt jeden Winter in Hokkaido Ski.,"[[25, 33, 'LOC']]"
"Man sagt, er sei noch in Paris.","[[25, 30, 'LOC']]"
Was macht Tony?,"[[10, 14, 'PER']]"
Ann spielt oft Tennis nach der Schule.,"[[0, 3, 'PER']]"
Frankreich liegt in Westeuropa.,"[[0, 10, 'LOC'], [20, 30, 'LOC']]"
Frankreich liegt in Westeuropa.,"[[0, 10, 'LOC'], [20, 30, 'LOC']]"
"Linda ist sechzehn, geht aber leicht für eine Zwanzigjährige durch.","[[0, 5, 'PER']]"
George ist sehr geschwätzig.,"[[0, 6, 'PER']]"
Taro blieb drei Tage lang in Japan.,"[[0, 4, 'PER'], [29, 34, 'LOC']]"
Taro blieb drei Tage lang in Japan.,"[[0, 4, 'PER'], [29, 34, 'LOC']]"
Amerikanische Frauen hatten kein Wahlrecht.,"[[0, 13, 'LOC']]"
In diesen Statistiken wird Ägypten als afrikanisches Land eingeordnet.,"[[27, 34, 'LOC'], [39, 52, 'LOC']]"
In diesen Statistiken wird Ägypten als afrikanisches Land eingeordnet.,"[[27, 34, 'LOC'], [39, 52, 'LOC']]"
Bedecken Sie die Samen mit ein bisschen Erde.,"[[40, 44, 'LOC']]"
Mayuko hat nicht genug geschlafen.,"[[0, 6, 'PER']]"
Ich würde gerne meine englische Aussprache verbessern.,"[[22, 31, 'LOC']]"
Ich habe diesen Badeanzug in Frankreich bestellt.,"[[29, 39, 'LOC']]"
"Ich glaube nicht, dass dieses Kind alleine nach Tokyo gekommen ist.","[[48, 53, 'LOC']]"
Ich habe einen Brief an Jim geschrieben.,"[[24, 27, 'PER']]"
Er verdient zwanzig Dollar pro Tag.,"[[20, 26, 'MISC']]"
Ich habe gestern Mary getroffen.,"[[17, 21, 'PER']]"
Die japanische Regierung hat eine wichtige Entscheidung getroffen.,"[[4, 14, 'LOC']]"
Mein Vater spricht gut Englisch.,"[[23, 31, 'MISC']]"
Sie ist mit einem Amerikaner verheiratet.,"[[18, 28, 'LOC']]"
Mayuko kann Fahrrad fahren.,"[[0, 6, 'PER']]"
Ich habe einige Freunde in den Vereinigten Staaten.,"[[31, 50, 'LOC']]"
Ich würde gerne Bücher über die Beatles lesen.,"[[32, 39, 'ORG']]"
Mein Mann verdient 100.000 $ pro Jahr.,"[[27, 28, 'MISC']]"
Ich komme aus Japan.,"[[14, 19, 'LOC']]"
Er hat seinen Abschluss an der Universität von Tokyo gemacht.,"[[31, 52, 'ORG']]"
Ken hat gestern mit seinen Freunden geredet.,"[[0, 3, 'PER']]"
Jane kam zuerst an.,"[[0, 4, 'PER']]"
"Vergiss nicht, uns anzurufen, wenn du in Kyoto ankommst.","[[41, 46, 'LOC']]"
Helen schrie vor Angst.,"[[0, 5, 'PER']]"
Sie spricht ein wenig Arabisch.,"[[22, 30, 'MISC']]"
Der Karneval in Rio findet im Februar statt.,"[[16, 19, 'LOC']]"
"Hörst du mich, Debbie?","[[15, 21, 'PER']]"
China ist reich an natürlichen Ressourcen.,"[[0, 5, 'LOC']]"
Masaru hat heute geheiratet.,"[[0, 6, 'PER']]"
Irland und England werden durch das Meer getrennt.,"[[0, 6, 'LOC'], [11, 18, 'LOC']]"
Irland und England werden durch das Meer getrennt.,"[[0, 6, 'LOC'], [11, 18, 'LOC']]"
"Er ist in Osaka geboren, aber in Tokyo aufgewachsen.","[[10, 15, 'LOC'], [33, 38, 'LOC']]"
"Er ist in Osaka geboren, aber in Tokyo aufgewachsen.","[[10, 15, 'LOC'], [33, 38, 'LOC']]"
Er hatte 50 Dollar.,"[[12, 18, 'MISC']]"
"Er ist gut in Französisch, aber viel besser in Englisch.","[[14, 25, 'MISC'], [47, 55, 'MISC']]"
"Er ist gut in Französisch, aber viel besser in Englisch.","[[14, 25, 'MISC'], [47, 55, 'MISC']]"
Man findet selten große Gärten in Japan.,"[[34, 39, 'LOC']]"
"Die Schweiz liegt zwischen Frankreich, Italien, Österreich und Deutschland.","[[4, 11, 'LOC'], [27, 37, 'LOC'], [39, 46, 'LOC'], [48, 58, 'LOC'], [63, 74, 'LOC']]"
"Die Schweiz liegt zwischen Frankreich, Italien, Österreich und Deutschland.","[[4, 11, 'LOC'], [27, 37, 'LOC'], [39, 46, 'LOC'], [48, 58, 'LOC'], [63, 74, 'LOC']]"
"Die Schweiz liegt zwischen Frankreich, Italien, Österreich und Deutschland.","[[4, 11, 'LOC'], [27, 37, 'LOC'], [39, 46, 'LOC'], [48, 58, 'LOC'], [63, 74, 'LOC']]"
"Die Schweiz liegt zwischen Frankreich, Italien, Österreich und Deutschland.","[[4, 11, 'LOC'], [27, 37, 'LOC'], [39, 46, 'LOC'], [48, 58, 'LOC'], [63, 74, 'LOC']]"
"Die Schweiz liegt zwischen Frankreich, Italien, Österreich und Deutschland.","[[4, 11, 'LOC'], [27, 37, 'LOC'], [39, 46, 'LOC'], [48, 58, 'LOC'], [63, 74, 'LOC']]"
Ist das Ihr erster Besuch in Japan?,"[[29, 34, 'LOC']]"
Ich habe zufällig meinen alten Freund am Bahnhof von Tokyo getroffen.,"[[53, 58, 'LOC']]"
Er ist gestern in Tokyo angekommen.,"[[18, 23, 'LOC']]"
Er ist vorgestern nach Amerika aufgebrochen.,"[[23, 30, 'LOC']]"
Sie spricht immer Englisch.,"[[18, 26, 'MISC']]"
Wo kann man Dollar in Pfund umtauschen?,"[[12, 18, 'MISC'], [22, 27, 'MISC']]"
Wo kann man Dollar in Pfund umtauschen?,"[[12, 18, 'MISC'], [22, 27, 'MISC']]"
