sentence, entity type + position
De berg Fuji ziet er mooi uit bij zonsondergang.,"[[8, 12, 'LOC']]"
Ik heb Frans geleerd in plaats van Duits.,"[[7, 12, 'MISC'], [35, 40, 'MISC']]"
Ik heb Frans geleerd in plaats van Duits.,"[[7, 12, 'MISC'], [35, 40, 'MISC']]"
Meneer Brown is onze leraar Engels.,"[[7, 12, 'PER'], [28, 34, 'MISC']]"
Meneer Brown is onze leraar Engels.,"[[7, 12, 'PER'], [28, 34, 'MISC']]"
Hij bracht me naar het vliegveld Narita.,"[[33, 39, 'LOC']]"
Het is niet altijd makkelijk om Japans en Chinees uit elkaar te houden.,"[[32, 38, 'MISC'], [42, 49, 'MISC']]"
Het is niet altijd makkelijk om Japans en Chinees uit elkaar te houden.,"[[32, 38, 'MISC'], [42, 49, 'MISC']]"
Hoi Mimi! Hoe gaat het?,"[[4, 8, 'PER']]"
China is rijk aan natuurlijke grondstoffen.,"[[0, 5, 'LOC']]"
Dit woord is van Franse herkomst.,"[[17, 23, 'MISC']]"
"Ik had net mijn huiswerk af, toen Ted me opbelde.","[[34, 37, 'PER']]"
Kate drinkt elke dag een heleboel melk.,"[[0, 4, 'PER']]"
Hij is Taro's broer.,"[[7, 13, 'MISC']]"
Ik ga bij mijn tante op Hawaï logeren.,"[[24, 29, 'LOC']]"
Meneer Ito is een hoogopgeleide man.,"[[7, 10, 'PER']]"
Joko is de aanvoerder van de volleybalploeg.,"[[0, 4, 'PER']]"
Spreekt u Italiaans?,"[[10, 19, 'MISC']]"
Spreekt u Japans?,"[[10, 16, 'MISC']]"
Ik versta geen Duits.,"[[15, 20, 'MISC']]"
Mijn naam is Hopkins.,"[[13, 20, 'PER']]"
Hij woont in een stadje vlak bij Osaka.,"[[33, 38, 'LOC']]"
Ik wil graag dit pakketje naar Canada sturen.,"[[31, 37, 'LOC']]"
Jim is geneigd om te ver te gaan.,"[[0, 3, 'PER']]"
Waarom ben je naar Japan gegaan?,"[[19, 24, 'LOC']]"
Waarom ben je naar Japan gekomen?,"[[19, 24, 'LOC']]"
Ze hebben hun zoon John genoemd.,"[[19, 23, 'PER']]"
Heb uw naaste lief als uzelf is een citaat uit de Bijbel.,"[[50, 56, 'MISC']]"
Ik ben twee keer in Kioto geweest.,"[[20, 25, 'LOC']]"
In juni is hij teruggekomen uit Nederland.,"[[32, 41, 'LOC']]"
"Zoals de Heilige Koran ons gebiedt: ""Vreest God en spreekt de waarheid.""","[[9, 22, 'MISC'], [44, 47, 'PER']]"
"Zoals de Heilige Koran ons gebiedt: ""Vreest God en spreekt de waarheid.""","[[9, 22, 'MISC'], [44, 47, 'PER']]"
Wij vinden Venetië een fascinerende stad.,"[[11, 18, 'LOC']]"
Wij vinden Venetië een fantastische stad.,"[[11, 18, 'LOC']]"
De nieuwe tunnel zal Brittannië met Frankrijk verbinden.,"[[21, 31, 'LOC'], [36, 45, 'LOC']]"
De nieuwe tunnel zal Brittannië met Frankrijk verbinden.,"[[21, 31, 'LOC'], [36, 45, 'LOC']]"
Ik moet mijn verontschuldigingen aanbieden aan Ann.,"[[47, 51, 'ORG']]"
"Nicolas bedoelt dat de romanisering van het cyrillische alfabet net zo mooi is als de zon, die de ogen verbrandt wanneer je ernaar kijkt.","[[0, 7, 'PER']]"
De bruiloft van de Romeinen is voorbij.,"[[19, 27, 'MISC']]"
De glorierijke dagen van de Romeinen zijn voorbij.,"[[28, 36, 'MISC']]"
In Noord-Duitsland zijn meer heides dan in Zuid-Duitsland.,"[[3, 18, 'LOC'], [43, 57, 'LOC']]"
In Noord-Duitsland zijn meer heides dan in Zuid-Duitsland.,"[[3, 18, 'LOC'], [43, 57, 'LOC']]"
In Noord-Duitsland zijn meer heidenen dan in Zuid-Duitsland.,"[[3, 18, 'LOC'], [45, 59, 'LOC']]"
In Noord-Duitsland zijn meer heidenen dan in Zuid-Duitsland.,"[[3, 18, 'LOC'], [45, 59, 'LOC']]"
"Vergeet niet ons te schrijven, wanneer je in Londen aangekomen bent.","[[45, 51, 'LOC']]"
Paul heeft net gebeld.,"[[0, 4, 'PER']]"
Ik weet nog dat ik hem in Parijs ontmoet heb.,"[[26, 32, 'LOC']]"
"Ik zag een artikel op de Tatoebablog over een nieuwe versie die binnenkort uitkomt, hebben jullie het gelezen?","[[25, 36, 'MISC']]"
John woont in New York.,"[[0, 4, 'PER'], [14, 22, 'LOC']]"
John woont in New York.,"[[0, 4, 'PER'], [14, 22, 'LOC']]"
"Ze zou nog eerder zinnen op Tatoeba vertalen, dan met mij te kletsen.","[[28, 35, 'MISC']]"
"Ze zou liever zinnen vertalen op Tatoeba, dan met mij te chatten.","[[33, 40, 'ORG']]"
Mary Hat was deze week in New Orleans.,"[[0, 4, 'PER'], [26, 37, 'LOC']]"
Mary Hat was deze week in New Orleans.,"[[0, 4, 'PER'], [26, 37, 'LOC']]"
Het is de slang die Eva verleidt.,"[[20, 23, 'PER']]"
Heb je besloten om naar Japan te gaan?,"[[24, 29, 'LOC']]"
Ons hoofdkantoor is in Osaka.,"[[23, 28, 'LOC']]"
Chinese tekens zijn erg mooi.,"[[0, 7, 'MISC']]"
"Een jaar of twaalf, vijftien geleden woonde in de stad, in een particulier huis aan de hoofdstraat, ambtenaar Gromov, een betrouwbaar en vermogend man.","[[110, 116, 'PER']]"
"Toen ik vier jaar geleden naar de Verenigde Staten verhuisde, had ik moeite om me aan te passen aan een nieuwe taal en cultuur.","[[34, 50, 'LOC']]"
"Ik ben gelukkig, want ik leer wat Nederlands.","[[34, 44, 'MISC']]"
Hoe zeg je XXX in het Nederlands?,"[[11, 14, 'MISC'], [22, 32, 'MISC']]"
Hoe zeg je XXX in het Nederlands?,"[[11, 14, 'MISC'], [22, 32, 'MISC']]"
Ik hoop dat ik snel veel meer dan een paar zinnen ken in het Nederlands.,"[[61, 71, 'MISC']]"
"Dorenda is echt een aardig meisje, ze deelt haar koekjes met me.","[[0, 7, 'PER']]"
John kan nu niet in Londen wonen.,"[[0, 4, 'PER'], [20, 26, 'LOC']]"
John kan nu niet in Londen wonen.,"[[0, 4, 'PER'], [20, 26, 'LOC']]"
Mary is geïnteresseerd in politiek.,"[[0, 4, 'PER']]"
Haar droom is om Parijs te bezoeken.,"[[17, 23, 'LOC']]"
"Wie heeft dit boek geschreven? ""John.""","[[32, 36, 'PER']]"
Morgenochtend vertrek ik naar Londen.,"[[30, 36, 'LOC']]"
Peking is de hoofdstad van China.,"[[0, 6, 'LOC'], [27, 32, 'LOC']]"
Peking is de hoofdstad van China.,"[[0, 6, 'LOC'], [27, 32, 'LOC']]"
"Hier is mijn vlag voor Nynorsk. Aangezien de ideologie van het Nynorsk gebaseerd is op maximale afwijking van het Deens, wordt de Deense achtergrond van de vlag vervangen door de IJslandse, want de makers van de taal hebben het IJslands als inspiratie gebruikt. De vlag is niet rechthoekig omdat... nou ja, omdat Nynorsk gewoon raar is.","[[23, 30, 'PER'], [63, 70, 'MISC'], [114, 119, 'MISC'], [130, 136, 'MISC'], [179, 188, 'MISC'], [228, 236, 'MISC'], [313, 320, 'PER']]"
"Hier is mijn vlag voor Nynorsk. Aangezien de ideologie van het Nynorsk gebaseerd is op maximale afwijking van het Deens, wordt de Deense achtergrond van de vlag vervangen door de IJslandse, want de makers van de taal hebben het IJslands als inspiratie gebruikt. De vlag is niet rechthoekig omdat... nou ja, omdat Nynorsk gewoon raar is.","[[23, 30, 'PER'], [63, 70, 'MISC'], [114, 119, 'MISC'], [130, 136, 'MISC'], [179, 188, 'MISC'], [228, 236, 'MISC'], [313, 320, 'PER']]"
"Hier is mijn vlag voor Nynorsk. Aangezien de ideologie van het Nynorsk gebaseerd is op maximale afwijking van het Deens, wordt de Deense achtergrond van de vlag vervangen door de IJslandse, want de makers van de taal hebben het IJslands als inspiratie gebruikt. De vlag is niet rechthoekig omdat... nou ja, omdat Nynorsk gewoon raar is.","[[23, 30, 'PER'], [63, 70, 'MISC'], [114, 119, 'MISC'], [130, 136, 'MISC'], [179, 188, 'MISC'], [228, 236, 'MISC'], [313, 320, 'PER']]"
"Hier is mijn vlag voor Nynorsk. Aangezien de ideologie van het Nynorsk gebaseerd is op maximale afwijking van het Deens, wordt de Deense achtergrond van de vlag vervangen door de IJslandse, want de makers van de taal hebben het IJslands als inspiratie gebruikt. De vlag is niet rechthoekig omdat... nou ja, omdat Nynorsk gewoon raar is.","[[23, 30, 'PER'], [63, 70, 'MISC'], [114, 119, 'MISC'], [130, 136, 'MISC'], [179, 188, 'MISC'], [228, 236, 'MISC'], [313, 320, 'PER']]"
"Hier is mijn vlag voor Nynorsk. Aangezien de ideologie van het Nynorsk gebaseerd is op maximale afwijking van het Deens, wordt de Deense achtergrond van de vlag vervangen door de IJslandse, want de makers van de taal hebben het IJslands als inspiratie gebruikt. De vlag is niet rechthoekig omdat... nou ja, omdat Nynorsk gewoon raar is.","[[23, 30, 'PER'], [63, 70, 'MISC'], [114, 119, 'MISC'], [130, 136, 'MISC'], [179, 188, 'MISC'], [228, 236, 'MISC'], [313, 320, 'PER']]"
"Hier is mijn vlag voor Nynorsk. Aangezien de ideologie van het Nynorsk gebaseerd is op maximale afwijking van het Deens, wordt de Deense achtergrond van de vlag vervangen door de IJslandse, want de makers van de taal hebben het IJslands als inspiratie gebruikt. De vlag is niet rechthoekig omdat... nou ja, omdat Nynorsk gewoon raar is.","[[23, 30, 'PER'], [63, 70, 'MISC'], [114, 119, 'MISC'], [130, 136, 'MISC'], [179, 188, 'MISC'], [228, 236, 'MISC'], [313, 320, 'PER']]"
"Hier is mijn vlag voor Nynorsk. Aangezien de ideologie van het Nynorsk gebaseerd is op maximale afwijking van het Deens, wordt de Deense achtergrond van de vlag vervangen door de IJslandse, want de makers van de taal hebben het IJslands als inspiratie gebruikt. De vlag is niet rechthoekig omdat... nou ja, omdat Nynorsk gewoon raar is.","[[23, 30, 'PER'], [63, 70, 'MISC'], [114, 119, 'MISC'], [130, 136, 'MISC'], [179, 188, 'MISC'], [228, 236, 'MISC'], [313, 320, 'PER']]"
De Amazone is de op een na langste rivier ter wereld en komt na de Nijl.,"[[3, 10, 'LOC'], [67, 71, 'LOC']]"
De Amazone is de op een na langste rivier ter wereld en komt na de Nijl.,"[[3, 10, 'LOC'], [67, 71, 'LOC']]"
"Nee, herhaalde de Engelsman.","[[18, 27, 'MISC']]"
"En als je Tom ziet, doe hem dan de groeten van me.","[[10, 13, 'PER']]"
De advocaat verwachtte Ben.,"[[23, 26, 'PER']]"
De gebouwen zijn klein vergeleken met de wolkenkrabbers in New York.,"[[59, 67, 'LOC']]"
We zullen je straffen in de naam van de Maan!,"[[40, 44, 'LOC']]"
"Afrika is een continent, Groenland niet.","[[0, 6, 'LOC'], [25, 34, 'LOC']]"
"Afrika is een continent, Groenland niet.","[[0, 6, 'LOC'], [25, 34, 'LOC']]"
Disneyland is gebouwd in negentien vijfenvijftig.,"[[0, 10, 'LOC']]"
Ze hebben een geit geslacht als offer voor God.,"[[43, 46, 'PER']]"
Ik ben van plan om volgende week naar Europa te vertrekken.,"[[38, 44, 'LOC']]"
Belgische frieten zijn de lekkerste in de hele wereld!,"[[0, 9, 'MISC']]"
"Het is maar tien graden, en hij loopt in een T-shirt buiten. Ik krijg het al koud als ik naar hem kijk.","[[45, 52, 'MISC']]"
"Ik zou dit met genoegen allemaal vertalen, maar ik ken geen Nederlands.","[[60, 70, 'MISC']]"
We overnachtten in Hakone.,"[[19, 25, 'LOC']]"
We brachtten de nacht door in Hakone.,"[[30, 36, 'LOC']]"
"Als God niet bestond, zou het de moeite waard zijn om Hem te bedenken.","[[4, 7, 'PER']]"
"Als God niet bestond, zouden we hem moeten verzinnen.","[[4, 7, 'PER']]"
Vind je niet dat de belastingen in Japan te hoog zijn?,"[[35, 40, 'LOC']]"
Tom liet haar de brief van de Kerstman zien.,"[[0, 3, 'PER'], [30, 38, 'MISC']]"
Tom liet haar de brief van de Kerstman zien.,"[[0, 3, 'PER'], [30, 38, 'MISC']]"
Hoe was de Franse les?,"[[11, 17, 'MISC']]"
"Ida was uit haar humeur omdat ze voor haar rijexamen was gezakt. Haar broer wilde haar wat opbeuren met een grap, maar die schoot bij haar in het verkeerde keelgat, waardoor ze tegen hem uit haar slof schoot.","[[0, 3, 'PER']]"
De Nederlandse en de Belgische driekleur wapperden gemoedelijk naast elkaar in het grensdorp.,"[[3, 14, 'MISC'], [21, 30, 'MISC']]"
De Nederlandse en de Belgische driekleur wapperden gemoedelijk naast elkaar in het grensdorp.,"[[3, 14, 'MISC'], [21, 30, 'MISC']]"
"Ik krijg nooit eens de gelegenheid om ook wat in te brengen, want Emma maait steeds het gras voor mijn voeten weg.","[[66, 70, 'PER']]"
Nederland is een klein land.,"[[0, 9, 'LOC']]"
"In Frankrijk, het land van herkomst, is Tatoeba een cultureel en sociaal fenomeen geworden.","[[3, 12, 'LOC'], [40, 47, 'PER']]"
"In Frankrijk, het land van herkomst, is Tatoeba een cultureel en sociaal fenomeen geworden.","[[3, 12, 'LOC'], [40, 47, 'PER']]"
In Wit-Rusland wonen aanhangers van verschillende religies.,"[[3, 14, 'LOC']]"
Duitsland is een parlementaire republiek.,"[[0, 9, 'LOC']]"
Er waart een spook rond door Europa - het spook van het communisme.,"[[29, 35, 'LOC']]"
Hij is verslaafd aan de koffie van Starbucks.,"[[35, 44, 'ORG']]"
"Ik hou het meest van de theesmaak ""English Breakfast"".","[[35, 52, 'MISC']]"
"Wanneer Vin Diesel zich opdrukt, duwt hij niet zichzelf omhoog, maar de aarde omlaag.","[[8, 18, 'PER']]"
"Hou op te bedelen om een koekje, Tim, zei zijn moeder. ""Je weet het: 'Kinderen die vragen, worden overgeslagen.'""","[[33, 36, 'PER']]"
"Keiko is vriendelijk, nietwaar?","[[0, 5, 'PER']]"
"Jack, doe niet zo wild.","[[0, 4, 'PER']]"
"Jan, wat zijn dat voor kaarten?","[[0, 3, 'PER']]"
Wat een schattige baby. Kiekeboe!,"[[24, 32, 'PER']]"
Geef in het Engels antwoord op de volgende vragen.,"[[12, 18, 'MISC']]"
De organisatie organiseert ieder jaar een stuk of wat ontmoetingen van vrijwilligers die de deuren langsgaan om Friese boeken te verkopen.,"[[112, 118, 'MISC']]"
Engels is moeilijk hè?,"[[0, 6, 'MISC']]"
"Het Roodkapje van de gebroeders Grimm is onzijdig, maar dat van Charles Perrault is mannelijk.","[[4, 31, 'MISC'], [32, 37, 'PER'], [64, 80, 'PER']]"
"Het Roodkapje van de gebroeders Grimm is onzijdig, maar dat van Charles Perrault is mannelijk.","[[4, 31, 'MISC'], [32, 37, 'PER'], [64, 80, 'PER']]"
"Het Roodkapje van de gebroeders Grimm is onzijdig, maar dat van Charles Perrault is mannelijk.","[[4, 31, 'MISC'], [32, 37, 'PER'], [64, 80, 'PER']]"
Zwitserland heeft betere appels nodig.,"[[0, 11, 'LOC']]"
Men zegt dat ze de beste tennisspeelster van Frankrijk is.,"[[45, 54, 'LOC']]"
Mayuko eet brood voor het ontbijt.,"[[0, 6, 'PER']]"
God zij dank.,"[[0, 3, 'PER']]"
"Engels is niet eenvoudig, maar het is interessant.","[[0, 6, 'MISC']]"
De uitspraken van Confucius zijn beroemd.,"[[18, 27, 'PER']]"
De treinen in Servië zijn verschrikkelijk langzaam.,"[[14, 20, 'LOC']]"
Amerikanen zijn erg vriendelijk.,"[[0, 10, 'MISC']]"
Mag ik Ryoko nog even voor je ophangt?,"[[7, 12, 'PER']]"
De telefoon is uitgevonden door Bell in achttien zesenzeventig.,"[[32, 36, 'PER']]"
"Vandaag is de melkboer begraven. Er was veel volk, want op het dorp kende iedereen hem. ""O, is er in Linschoten een melkboer?"" ""Nou nee, nu dus niet meer!""","[[101, 111, 'LOC']]"
"Mevrouw Klein is al in de 80, maar ze is nog heel kwiek.","[[8, 13, 'PER']]"
"Omdat we van jullie houden, zijn we Tatoeba aan het updaten om jullie een betere gebruikerservaring te geven. Zien jullie wel? We houden van jullie, hè?","[[36, 43, 'ORG']]"
Ik snap niet waarom Duitsland het Eurovisiesongfestival gewonnen heeft.,"[[20, 29, 'LOC'], [34, 55, 'MISC']]"
Ik snap niet waarom Duitsland het Eurovisiesongfestival gewonnen heeft.,"[[20, 29, 'LOC'], [34, 55, 'MISC']]"
"Poetin zei dat terroristen ""in de plee in de week gezet"" moeten worden.","[[0, 6, 'PER']]"
Tom en Frank zijn boezemvrienden.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Tom en Frank zijn boezemvrienden.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Tom en Frank zijn goede vrienden.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Tom en Frank zijn goede vrienden.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
"Eigenlijk moet ik Engels leren, maar ik zou graag een film kijken.","[[18, 24, 'MISC']]"
Ik vraag me af wat het eerste land zal zijn dat Tatoeba zal censureren.,"[[48, 55, 'PER']]"
Ook op Mars zijn er katten.,"[[7, 11, 'ORG']]"
Spreek je Japans?,"[[10, 16, 'MISC']]"
Spreek je Italiaans?,"[[10, 19, 'MISC']]"
Er zijn ook katten op Mars.,"[[22, 26, 'LOC']]"
"Die letters staan allemaal verkeerd om! ""Nee, dat hoort zo, dat is Russisch.""","[[67, 75, 'MISC']]"
Alle huizen in onze straat zijn versierd met oranje vlaggetjes vanwege het WK.,"[[75, 78, 'MISC']]"
Ik moet steeds maar denken aan het spinnenweb van Lvivse straten.,"[[50, 56, 'LOC']]"
Dat is waarom ik Eurovisie leuk vind.,"[[17, 26, 'MISC']]"
"Is het waar dat ""Bedankt"" in het Vietnamees klinkt als ""Come on""?","[[33, 43, 'MISC']]"
De Wit-Russische president Aleksandr Loekasjenko heeft Aleksej Doedarev gefeliciteerd met zijn jubileum.,"[[3, 16, 'MISC'], [27, 48, 'PER'], [55, 71, 'PER']]"
De Wit-Russische president Aleksandr Loekasjenko heeft Aleksej Doedarev gefeliciteerd met zijn jubileum.,"[[3, 16, 'MISC'], [27, 48, 'PER'], [55, 71, 'PER']]"
De Wit-Russische president Aleksandr Loekasjenko heeft Aleksej Doedarev gefeliciteerd met zijn jubileum.,"[[3, 16, 'MISC'], [27, 48, 'PER'], [55, 71, 'PER']]"
Ze heeft haar man overgehaald de vakantie in Frankrijk door te brengen.,"[[45, 54, 'LOC']]"
Mijn vader woont en werkt in Tokio.,"[[29, 34, 'LOC']]"
"Het geeft een warm gevoel wanneer je in een liedje in een - naar het schijnt! - vreemde taal (Slowaaks, Macedonisch, Sloveens) woorden hoort die je al kent vanaf je kindertijd en zelfs hele stukken van zinnen begrijpt.","[[94, 102, 'MISC'], [104, 115, 'MISC'], [117, 125, 'MISC']]"
"Het geeft een warm gevoel wanneer je in een liedje in een - naar het schijnt! - vreemde taal (Slowaaks, Macedonisch, Sloveens) woorden hoort die je al kent vanaf je kindertijd en zelfs hele stukken van zinnen begrijpt.","[[94, 102, 'MISC'], [104, 115, 'MISC'], [117, 125, 'MISC']]"
"Het geeft een warm gevoel wanneer je in een liedje in een - naar het schijnt! - vreemde taal (Slowaaks, Macedonisch, Sloveens) woorden hoort die je al kent vanaf je kindertijd en zelfs hele stukken van zinnen begrijpt.","[[94, 102, 'MISC'], [104, 115, 'MISC'], [117, 125, 'MISC']]"
Er zijn weinig sites in het Tataars op het internet.,"[[28, 35, 'MISC']]"
In het Stalinistische tijdperk werden gevangenen in concentratiekampen slaven in dienst van de staat.,"[[7, 21, 'MISC']]"
Kun je deze sterren in Australië zien?,"[[23, 32, 'LOC']]"
In het Engels staan er in veel woorden letters die niet worden uitgesproken.,"[[7, 13, 'MISC']]"
Hij spreekt zowel Spaans als Frans.,"[[18, 24, 'MISC'], [29, 34, 'MISC']]"
Hij spreekt zowel Spaans als Frans.,"[[18, 24, 'MISC'], [29, 34, 'MISC']]"
Wees niet bang om fouten te maken als je Engels spreekt.,"[[41, 47, 'MISC']]"
Alexander is niet jonger dan Vladimir.,"[[0, 9, 'PER'], [29, 37, 'PER']]"
Alexander is niet jonger dan Vladimir.,"[[0, 9, 'PER'], [29, 37, 'PER']]"
Heet je broer Aleksej?,"[[14, 21, 'PER']]"
We wandelden langs de oevers van de Thames.,"[[36, 42, 'LOC']]"
"In Nederland is het de gewoonte dat, wanneer bij de bouw van een huis het hoogste punt bereikt is en de dakpannen gelegd kunnen worden, de opdrachtgever de bouwvakkers op zogenaamd ""pannenbier"" trakteert om dit te vieren. Er wordt dan een vlag in de nok van het huis geplaatst. Is de opdrachtgever te gierig om te trakteren, dan wordt geen vlag, maar een bezem geplaatst.","[[3, 12, 'LOC']]"
Deze roman beschrijft het leven van de Japanners zoals het honderd jaar geleden was.,"[[39, 48, 'MISC']]"
Tom verkleurde.,"[[0, 3, 'PER']]"
Peter hoeft de vergadering niet bij te wonen.,"[[0, 5, 'PER']]"
Hij woont in een dorpje nabij Osaka.,"[[30, 35, 'LOC']]"
Thomas Edison heeft de lamp uitgevonden.,"[[0, 13, 'PER']]"
Japan is een industrieland.,"[[0, 5, 'LOC']]"
"Hoe zeg je ""good bye"" in het Duits?","[[29, 34, 'MISC']]"
Japan moet het grootste deel van zijn grondstoffen importeren.,"[[0, 5, 'LOC']]"
Het vertalen van die Franse roman heeft hem meer dan drie maanden gekost.,"[[21, 27, 'MISC']]"
Mijn moedertaal is Japans.,"[[19, 25, 'MISC']]"
Ze is niet zo oud als Mary.,"[[22, 26, 'PER']]"
Een liefdesbrief in het Engels schrijven is niet makkelijk.,"[[24, 30, 'MISC']]"
Zuid-Afrika is ver weg.,"[[0, 11, 'LOC']]"
Meneer Spencer werkt in een winkel.,"[[7, 14, 'PER']]"
Het kantoor van meneer Popescu is op de tiende verdieping.,"[[23, 30, 'PER']]"
Doe de groeten aan mevrouw Andreescu!,"[[27, 36, 'PER']]"
Ik heb John gezien in de bibliotheek.,"[[7, 11, 'PER']]"
"Mevrouw Ionescu, ik zou u iets willen vragen.","[[8, 15, 'PER']]"
Het VN-gebouw is zeer indrukwekkend.,"[[4, 13, 'MISC']]"
De Roemenen uit Transsylvanië spreken heel langzaam.,"[[3, 11, 'MISC'], [16, 29, 'LOC']]"
De Roemenen uit Transsylvanië spreken heel langzaam.,"[[3, 11, 'MISC'], [16, 29, 'LOC']]"
"Een Engelsman, een Belg en een Nederlander gaan een café binnen en nemen plaats aan de toog. Zegt de barkeeper: ""Wacht even, is dit een mop of zo?""","[[4, 13, 'MISC'], [19, 23, 'MISC'], [31, 42, 'MISC']]"
"Een Engelsman, een Belg en een Nederlander gaan een café binnen en nemen plaats aan de toog. Zegt de barkeeper: ""Wacht even, is dit een mop of zo?""","[[4, 13, 'MISC'], [19, 23, 'MISC'], [31, 42, 'MISC']]"
"Een Engelsman, een Belg en een Nederlander gaan een café binnen en nemen plaats aan de toog. Zegt de barkeeper: ""Wacht even, is dit een mop of zo?""","[[4, 13, 'MISC'], [19, 23, 'MISC'], [31, 42, 'MISC']]"
Ik had nog nooit eerder van Lviv gehoord.,"[[28, 32, 'LOC']]"
De klok op het raadhuis van Lviv is voor het eerst aangebracht in 1404.,"[[28, 32, 'LOC']]"
"Op het Marktplein staan vier fonteinen met beelden van Neptunus, zijn vrouw Amphitrite, Diana en Adonis.","[[7, 17, 'LOC'], [55, 63, 'PER'], [76, 86, 'PER'], [88, 93, 'PER'], [97, 103, 'PER']]"
"Op het Marktplein staan vier fonteinen met beelden van Neptunus, zijn vrouw Amphitrite, Diana en Adonis.","[[7, 17, 'LOC'], [55, 63, 'PER'], [76, 86, 'PER'], [88, 93, 'PER'], [97, 103, 'PER']]"
"Op het Marktplein staan vier fonteinen met beelden van Neptunus, zijn vrouw Amphitrite, Diana en Adonis.","[[7, 17, 'LOC'], [55, 63, 'PER'], [76, 86, 'PER'], [88, 93, 'PER'], [97, 103, 'PER']]"
"Op het Marktplein staan vier fonteinen met beelden van Neptunus, zijn vrouw Amphitrite, Diana en Adonis.","[[7, 17, 'LOC'], [55, 63, 'PER'], [76, 86, 'PER'], [88, 93, 'PER'], [97, 103, 'PER']]"
"Op het Marktplein staan vier fonteinen met beelden van Neptunus, zijn vrouw Amphitrite, Diana en Adonis.","[[7, 17, 'LOC'], [55, 63, 'PER'], [76, 86, 'PER'], [88, 93, 'PER'], [97, 103, 'PER']]"
Het Marktplein is het historische centrum van de stad.,"[[4, 14, 'LOC']]"
Wij zijn Arabieren.,"[[9, 18, 'MISC']]"
"Toen ik haar in Boekarest had ontmoet, was Anca een student.","[[16, 25, 'LOC'], [43, 47, 'PER']]"
"Toen ik haar in Boekarest had ontmoet, was Anca een student.","[[16, 25, 'LOC'], [43, 47, 'PER']]"
"De professor die het woord nam, is van de Universiteit Boekarest.","[[42, 64, 'ORG']]"
We hebben gegeten met twee Amerikanen en twee Duitse vrouwen.,"[[27, 37, 'MISC'], [46, 52, 'MISC']]"
We hebben gegeten met twee Amerikanen en twee Duitse vrouwen.,"[[27, 37, 'MISC'], [46, 52, 'MISC']]"
Vond je het leuk om naar exposities te gaan in Roemenië?,"[[47, 55, 'LOC']]"
